Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Notes,Location,City,lon,lat,Reason for tow,Trade Name,Merchant,Address,lot_lon,lot_lat,tow_dist
2022-05-15,1998.0,HOND,CIV,HENRYS 301 869 4800  NOP TCL,9804 WALKER HOUSE RD,MONTGOMERY VILLAGE,-77.20528,39.16262,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4571.8
2021-10-01,2007.0,JEEP,PAT,PARKED IN A RESERVED SPACE - TCL  AUTHORIZED (301) 562-4020,19675 CRYSTAL ROCK DR,GERMANTOWN,-77.26199,39.17749,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,12858.6
2023-08-04,2016.0,CHEV,CLD,SPEEDY 3015881322  NOP   TCL,11473 COLUMBIA PIKE,SILVER SPRING,-76.987180019,39.045021003,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,22786.3
2021-09-29,2016.0,GMC,SAV,EXP PERMIT / AUTHORIZED 301 562 4020 TCL,38 N SUMMIT DR,GAITHERSBURG,-77.19126,39.14497,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5754.2
2024-06-28,2006.0,NISS,ALT,NOP // HENRY'S 301 869 4800 // TCL,12935 WOODCUTTER CIR,GERMANTOWN,-77.268563023,39.206338985,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11888.3
2023-07-23,2009.0,SUBA,IMP,NOP AUTHORIZED 301-562-4020 TCL,9727 MT PISGAH RD,SILVER SPRING,-76.97469500699998,39.01680399600008,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,32856.4
2023-03-22,1996.0,TOYT,COA,"HENRYS (301) 869-4800, FIRE/PKG, BACK TO THE LOT // 1996 BLU TOYT COA, MD MVX659",7406 WESTMORE RD,ROCKVILLE,-77.15161,39.09886,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11888.8
2022-06-27,2019.0,TOYT,COA,ILLEGALLY PRKD ON SIDEWALK  SPEEDY@301-588-1322//TCL,8715 PINEY BRANCH RD,SILVER SPRING,-76.99653,38.99897,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21004.4
2022-05-09,2016.0,JEEP,CHK,NOP // HENRYS // 3018694800 // TCL,10908 AMHERST AVE,SILVER SPRING,-77.04799,39.03482,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20916.9
2023-06-10,2021.0,NISS,SEN,NO PERMIT  HENRYS@301-869-4800//TCL,1121 UNIVERSITY BLVD W,SILVER SPRING,-77.028154031,39.038489991,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22901.5
2024-06-22,2020.0,NISS,KICKS,REASON : NOP  TOW CO : SPEEDY TOWING 301-588-1322  TCL,1001 ROCKVILLE PIKE,ROCKVILLE,-77.135244998,39.071142994,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,4617.4
2023-04-26,2008.0,TOYT,COA,HENRY'S 301 869 4800  TCL  // UNAUTH PKG,20101 SWALLOW POINT RD,MONTGOMERY VILLAGE,,,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,
2023-08-24,2010.0,HOND,ACC,NO PERMIT/HENRYS 301 8694800,9917 RIDGELINE DR,MONTGOMERY VILLAGE,-77.204099985,39.175531007,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3820.8
2023-06-15,2017.0,VOLK,PAS,COMM PARKING ONLY/DRIVE 301 585 8808 TCL,1700 HAMPSHIRE GREEN LN,SILVER SPRING,-76.97631003199996,39.01565198700007,PKG,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,11176.8
2022-11-24,2019.0,HOND,ACC,FIRE // HENRYS // 301 869 4800 / TCL,8150 RED HOOK ST,DERWOOD,-77.16683,39.12503,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6610.1
2022-02-02,2012.0,HYUN,SON,NOP // AUTHORIZED 301-562-4020 // TCL,100 1ST ST,ROCKVILLE,-77.13828,39.07904,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,12227.4
2023-05-19,2014.0,TOYT,SNA,"AUTHORIZED 301 562-4020, PKG, BACK TO THE LOT // 2014 BLK TOYT SNA, MD 1DS7891",14120 WEEPING WILLOW DR,SILVER SPRING,-77.06759700399994,39.08827200000008,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13941.1
2022-05-05,2006.0,TOYT,SNA,RESERVED PRKG  HENRYS@301-927-0007//TCL,2231 GLENALLAN AVE,SILVER SPRING,-77.04762,39.06224,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,17807.0
2023-04-07,2006.0,HOND,CIV,NO PERMIT// HENRYS 301 869 4800 // TCL,18200 SMOKE HOUSE CT,GERMANTOWN,-77.26794,39.15333,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11346.6
2022-03-14,2014.0,TOYT,CAM,HENRYS // PH# 301-869-4800/ /NOP // TCL,15251 SIESTA KEY WAY,ROCKVILLE,-77.19424,39.10602,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9929.1
2023-01-11,2010.0,FORD,FOC,NOP // BIGTOW 301 424 4869 // TCL,7200 MILLCREST TER,DERWOOD,-77.14651,39.14554,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,5684.5
2023-05-24,2022.0,JEEP,REN,NO OVERNIGHT PARKING / HENRYS 301-869-4800 / TCL,20918 FREDERICK RD,GERMANTOWN,-77.25135195899998,39.20073199500007,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,10347.8
2022-10-19,2022.0,KIA,FRT,REASON: INVALID PERMIT/HENRYS/301-869-4800/TCL,11225 OAK LEAF DR,SILVER SPRING,-76.99446,39.04085,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30446.0
2023-06-12,2017.0,HYUN,SFE,FIRE LANE // SPEEDY 301-588-1322 // TCL,1001 ROCKVILLE PIKE,ROCKVILLE,-77.13524499799996,39.07114299400007,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,4617.4
2023-07-21,2015.0,HOND,CIV,NOP DISPLAYED HENRY 3018694800  TCL,11300 CONNECTICUT AVE,KENSINGTON,-77.076599001,39.04204199,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,18975.2
2023-08-12,2016.0,VOLK,JET,NOP // AU BURN 301-977-2740 // TCL,12046 CHASE CROSSING CIR,ROCKVILLE,-77.122229237,39.054166496,NOP,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,8321.7
2022-05-10,2011.0,HYUN,SON,NOP // AUTHORIZED @  301-562-4020 / TCL,20100 WELBECK TER,MONTGOMERY VILLAGE,-77.18258,39.18637,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,3671.2
2022-05-16,2016.0,SUBA,FOR,NOP - SPEEDY 3015881322 TCL,22544 PHILLIPS ST,CLARKSBURG,-77.27486,39.22536,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21411.1
2022-07-08,2016.0,MERZ,C300,DOUBLE PKG   SPEEDY 301-588-1322  TCL,8420 FENTON ST,SILVER SPRING,-77.02417,38.99468,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,17981.8
2022-09-21,2018.0,HOND,CIV,"NOP// AUTHORIZED, 301-562-4020, TCL",9901 GABLE RIDGE TER,ROCKVILLE,-77.20509,39.10838,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,11408.9
2023-01-09,2003.0,HOND,CIV,"HENRYS, 3018694800  TCL  NOP",3736 BEL PRE RD,SILVER SPRING,-77.0746,39.09138,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13588.5
2023-07-05,2011.0,TOYT,COA,BIG TOW TOWING 301-424-4869  BACK TO LOT  NO PERMIT,19515 FREDERICK RD,GERMANTOWN,-77.237527015,39.17727,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,11739.0
2023-11-04,2011.0,TOYT,RAV,NOP // HENRY'S 301-869-4800 // TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.029221969,39.037589021,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22844.4
2021-09-20,2021.0,HOND,INS,AUTHORIZED 301-562-4020 // NOP /// TCL,2 MANCHESTER PL,SILVER SPRING,-77.00789,39.00158,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,33495.0
2021-10-13,2005.0,BMW,330,PRV (VISITOR VIOL) // HENRYS 301-869-4800 // TCL,3515 CASTLE WAY,SILVER SPRING,-76.93965,39.08865,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31006.1
2022-09-10,2019.0,TOYT,HGH,NOP  HENRYS 301 869 4800,11225 OAK LEAF DR,SILVER SPRING,-76.99446,39.04085,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30446.0
2024-05-26,2023.0,TOYT,CAM,REASON : NOP  TOW CO : BIG TOW  301-424-4869  TCL,12519 WISTERIA DR,GERMANTOWN,-77.259924094,39.168055254,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,15636.5
2021-12-14,2014.0,CHEV,CRZ,"PARKED ON GRASS // HENRYS 301 869 4800 , TCL",616 CEDAR SPRING ST,GAITHERSBURG,-77.19051,39.15313,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4003.9
2024-04-15,2018.0,KIA,OPT,BIG TOW 301-424-4869  NOP  TCL,18065 COTTAGE GARDEN DR,GERMANTOWN,-77.277431999,39.153788015,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,14341.0
2023-08-24,2014.0,FORD,EDG,RESERVED/HENRYS 301 869 4800,8305 16TH ST,SILVER SPRING,-77.035821042,38.992822994,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31585.4
2021-07-19,2004.0,TOYT,CAM,"HENRYS, 3018694800  TCL  UNAUTHORIZED PKG IN ELECTRICAL VEH STATION",22461 CABIN BRANCH AVE,CLARKSBURG,-77.2855,39.22212,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,16952.2
2023-06-21,2012.0,HOND,CIV,REASON : VISITOR SPACE VIOLATION    TOW CO : HENRYS  301-869-4800  TCL,4615 N PARK AVE,CHEVY CHASE,-77.09244398299995,38.96362501100003,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,29209.3
2023-06-11,2018.0,NISS,SEN,EXP TEMP PERMIT // HENRYS @ 301-869-4800 // TCL,15251 SIESTA KEY WAY,ROCKVILLE,-77.19377599499995,39.10592801800004,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9934.5
2023-02-18,2008.0,AUDI,TT,NOP // SPEEDY 301-588-1322 // TCL,3525 SHEFFIELD MANOR TER,SILVER SPRING,-76.93388,39.07998,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,24117.4
2023-11-24,2007.0,LEXS,250,NOP // AUTHORIZED TOWING // 301-562-4020 //TCL,20065 APPLEDOWRE CIR,GERMANTOWN,-77.233410998,39.185142996,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9550.4
2023-12-22,2012.0,HOND,ACC,HENRYS 301-869-4800 // NOP // TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.029221969,39.037589021,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22844.4
2024-06-30,2018.0,HOND,CIV,NO PERMIT DISPLAYED // HENRY'S 301-869-4800 // TCL,3750 BEL PRE RD,SILVER SPRING,-77.072875005,39.090186008,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13789.7
2023-07-05,2021.0,TOYT,CHL,HENRYS // 301 869 4800 // RSRVD PKG // TCL,3822 GAWAYNE TER,SILVER SPRING,-77.075753015,39.09450801,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13365.1
2024-06-14,2023.0,KIA,SOL,PKG  HENRYS 301-869-4800  TCL,19620 GALWAY BAY CIR,GERMANTOWN,-77.275799037,39.178841984,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13210.8
2022-09-25,2007.0,LEXS,R35,SPEEDY 301-588-1322  NO OVERNIGHT PARKING  TCL,12389 GEORGIA AVE,SILVER SPRING,-77.05075,39.05991,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,12217.5
2022-08-26,2015.0,TOYT,RAV,"HENRYS (301) 869-4800, PKG, BACK TO THE LOT // 2015 BLU TOTY RAV, NY GUY6733",800 ROCKWELL AVE,GAITHERSBURG,-77.19977,39.11185,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11658.9
2022-05-12,2016.0,FORD,FIE,NO PERMIT // HENRY'S 301-869-4800 // TCL,3500 GENTRY RIDGE CT,SILVER SPRING,-76.94008,39.07182,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31179.7
2021-10-20,2019.0,TOYT,COA,NO PERMIT AUTHORIZED 3015624020 TCL,923 CLOPPER RD,GAITHERSBURG,-77.22733,39.14548,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8225.1
2022-11-06,2011.0,INFI,Q5,,8401 MANCHESTER RD,SILVER SPRING,-77.00518,38.99759,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,34320.6
2022-06-01,2013.0,HOND,ACC,NO PERMIT  MILLERS TOWING & RECOVERY@301-602-0392//TCL,9316 PINEY BRANCH RD,SILVER SPRING,-76.98586,39.00138,NOP,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,34154.3
2024-03-14,2019.0,HOND,ACC,"NOP  HENRY'S - 301-869=4800, TCL",13615 COLGATE WAY,SILVER SPRING,-76.932942987,39.079378005,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31661.4
2023-04-14,2019.0,BMW,X5,HENRYS 3018694800  PKG / TOOK UP 2 PARKING SPOTS  TCL,11315 GEORGIA AVE,SILVER SPRING,-77.05142,39.04072,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20456.2
2022-09-07,2008.0,HOND,ACC,,5405 TUCKERMAN LN,ROCKVILLE,-77.1083,39.02967,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,21314.4
2022-07-27,2017.0,HOND,ACC,,12633 GREY EAGLE CT,GERMANTOWN,-77.26196,39.16716,EXP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13229.8
2023-11-05,2021.0,SUBA,IMP,NO PERMIT// HENRYS 301 869 4800 // TCL,11368 KING GEORGE DR,SILVER SPRING,-77.045907991,39.040168006,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21478.6
2021-09-08,2017.0,HOND,ACC,NOP // HENRY'S 301869-4800 // TCL,9150 TURTLE DOVE LN,GAITHERSBURG,-77.18785,39.17598,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3087.8
2023-11-11,2023.0,HYUN,KONA,NO PERMIT  SPEEDY@301-588-1322//TCL,8203 WHISPERING OAKS WAY,GAITHERSBURG,-77.167462016,39.156851014,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,9944.8
2023-06-01,2018.0,NISS,MAX,,11215 GEORGIA AVE,SILVER SPRING,-77.04999199,39.03921599,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20778.9
2023-04-08,2004.0,ACUR,TSX,AUTHORIZED 301-562-4020 // NOP (SEC OFC CALL IN) // TCL,WELBECK WAY / WELBECK CT,MONTGOMERY VILLAGE,,,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,
2023-03-07,2009.0,TOYT,CAM,EXP  AUTHORIZED 301-562-4020  TCL,14200 GRAND PRE RD,SILVER SPRING,-77.07642,39.08896,EXP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13240.2
2022-06-09,2007.0,TOYT,RAV,NO PERMIT DISPLAYED // HENRYS // 301-869-4800 // TCL,18126 ROYAL BONNET CIR,MONTGOMERY VILLAGE,-77.19377,39.15405,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4161.5
2023-04-18,2017.0,TOYT,CAN,HENRYS 301-869-4800  FIRE LANE,9600 OYSTER POINT WAY,MONTGOMERY VILLAGE,-77.19905,39.18873,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4777.4
2023-06-13,1994.0,HOND,CIV,BIG TOW 301-424-4869  NOP,19515 FREDERICK RD,GERMANTOWN,-77.237527015,39.17727,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,11739.0
2021-08-05,2007.0,ACUR,TL,NOP // AUTHORIZED // 301-562-4020 // TCL,2213 SHOREFIELD RD,SILVER SPRING,-77.04653,39.05306,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,18237.6
2023-12-25,2019.0,GMC,ACA,HENRYS // 301 869 4800 // NO HANDI PERMIT // TCL,9914 SHELBURNE TER,GAITHERSBURG,-77.203049984,39.11719799,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11127.8
2023-10-27,2013.0,LEXS,CT2,,11162 OAK LEAF DR,SILVER SPRING,-76.996340015,39.039068007,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30539.3
2023-08-30,2015.0,CHEV,MAL,REASON: HANDICAPPED//HENRYS/301-927-0007/TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.029221969,39.037589021,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22844.4
2022-11-11,2015.0,HYUN,GEN,UNAUTH PARKING // EXP TAGS // NO PERMIT // HENRYS // TCL,40 UPPER ROCK CIR,ROCKVILLE,-77.18508,39.11206,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,8876.0
2022-12-20,2015.0,HOND,ACC,MILLERS TOWING 301-602-0392 TCL // WALK OFF   CANT SEE VIN,22 N SUMMIT AVE,GAITHERSBURG,-77.19358,39.14309,ABN,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,5648.3
2023-06-24,2009.0,HOND,ODY,FIRE LANE / HENRYS 301-869-4800 // TCL   VIN COVERED    OWNER NOTIF,8150 RED HOOK ST,DERWOOD,-77.16673798699998,39.12491898000008,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6618.9
2023-09-22,2019.0,HOND,INS,NOP / HENRYS 301-869-4800 / TCL,8272 AMITY CIR,GAITHERSBURG,-77.16893304,39.146612016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4075.4
2023-01-31,2022.0,TOYT,VNZ,NOP // AUTHORIZED // 301-562-4020 // TCL,9305 CORPORATE BLVD,ROCKVILLE,-77.1924,39.10747,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9027.5
2023-03-16,2020.0,TOYT,COA,NOP  AUTHORIZED 301-562-4020  TCL,14431 TRAVILLE GARDEN CIR,ROCKVILLE,-77.20348,39.09394,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,11434.9
2022-12-10,1997.0,GEO,MET,REG EXP // TCL // HENRYS 301-869-4800,9800 MAHOGANY DR,GAITHERSBURG,-77.20158,39.11495,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11277.4
2021-08-11,2019.0,DODG,PRM,NOP// AUTHORIZED 301-562-4020//TCL,20010 FREDERICK RD,GERMANTOWN,-77.2397,39.1842,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,10916.3
2024-02-15,2021.0,TOYT,HGH,NO PERMIT // SPEEDY // 301 588 1322 // TCL,3310 TEAGARDEN CIR,SILVER SPRING,-76.944609004,39.08109202,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,22781.0
2023-02-25,2017.0,HYUN,ELN,INVALID PERMIT // HENRYS RECORD SERV 301-869-4800 / TCL,10500 ROCKVILLE PIKE,ROCKVILLE,-77.10558,39.02974,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22153.6
2023-08-04,2009.0,SUBA,IMP,NOP // AUTHORIZED 301-562-4020 // TCL,9727 MT PISGAH RD,SILVER SPRING,-76.974695007,39.016803996,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,32856.4
2021-10-09,2015.0,CHEV,CAM,"NO OVERNIGHT PKG// HENRY'S, 301-869-4800, TCL",9140 ROTHBURY DR,MONTGOMERY VILLAGE,-77.18974,39.18556,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3607.6
2023-12-29,2019.0,TOYT,CAM,NO VISITOR PERTMIT // BIG TOW // 301 424 4869,430 GIRARD ST,GAITHERSBURG,-77.187930037,39.14815898,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,7112.4
2022-05-10,2007.0,LINC,MKZ,NOP // SPEEDY @ 301-588-1322 // TCL,150 PRADO LN,CLARKSBURG,-77.27281,39.22495,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21453.0
2024-01-10,2007.0,HOND,ACC,PKG- HENRY'S - 301-869-4800-TCL,10148 REPRISE DR,ROCKVILLE,-77.210023979,39.111613002,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11448.7
